n porównania przestawienia czas
6700 556930 410934 8.622 
6700 551295 410218 12.967 
6700 555271 409343 11.022 
6700 547412 406031 8.598 
6700 551630 411333 10.848 
6700 563992 417083 9.27 
6700 558380 414791 8.694 
6700 563569 416835 8.992 
6700 563084 413879 8.738 
6700 557474 414010 9.223 
6700 565927 416493 11.385 
6700 562434 415686 8.828 
6700 562769 416599 8.758 
6700 553483 409181 9.452 
6700 560421 419974 10.659 
6700 560390 414225 10.793 
6700 561465 417824 9.44 
6700 562198 414218 8.728 
6700 554057 415502 8.895 
6700 556487 418045 9.502 
6700 560348 411884 8.693 
6700 559754 414008 10.715 
6700 550550 406714 8.854 
6700 554931 412901 8.656 
6700 558067 412804 12.817 
6700 557925 412832 8.742 
6700 555785 411597 8.66 
6700 561178 417281 8.683 
6700 561904 417042 8.777 
6700 561001 414947 8.707 
6700 553682 414345 10.421 
6700 558721 415915 9.637 
6700 559997 413488 8.73 
6700 555167 415648 12.418 
6700 557478 411937 12.533 
6700 557275 413333 10.624 
6700 561373 417591 8.765 
6700 556559 413512 11.039 
6700 552148 412634 8.751 
6700 555729 412633 8.689 
6700 554321 412021 8.658 
6700 553204 406586 8.556 
6700 557374 414966 8.694 
6700 554648 409156 9.368 
6700 550166 413518 10.137 
6700 556192 415335 10.161 
6700 558665 417044 8.739 
6700 555069 414402 9.288 
6700 563916 417160 10.272 
6700 560126 415339 8.703 
6700 553607 414380 8.682 
6700 568888 415555 11.061 
6700 555672 412869 11.23 
6700 561639 415080 8.72 
6700 556421 413033 8.68 
6700 559596 416034 12.86 
6700 553163 412753 10.503 
6700 554288 410483 8.671 
6700 559662 414556 11.761 
6700 552598 412301 8.67 
6700 556946 413103 11.452 
6700 556608 411281 12.065 
6700 560805 418307 8.741 
6700 556822 415632 8.786 
6700 542612 404232 10.469 
6700 558192 413933 10.883 
6700 557659 409223 11.624 
6700 556454 410879 10.349 
6700 559058 411143 12.926 
6700 554391 409877 12.262 
6700 554091 409128 12.298 
6700 562323 413352 8.721 
6700 558887 412402 10.519 
6700 557692 415015 9.101 
6700 558712 414569 13.314 
6700 553289 408535 8.638 
6700 550044 406723 8.575 
6700 560884 416957 8.712 
6700 557318 414855 11.029 
6700 556452 414597 8.884 
6700 555770 414642 9.327 
6700 555151 411480 9.095 
6700 559440 412341 10.426 
6700 555337 414555 11.223 
6700 552478 410973 8.637 
6700 553177 413419 9.242 
6700 553101 411412 8.644 
6700 556328 415673 12.613 
6700 551879 411166 10.378 
6800 567410 416548 9.716 
6800 566256 418639 11.183 
6800 570030 424187 10.189 
6800 564442 418740 8.79 
6800 564302 420275 8.79 
6800 565350 421924 8.796 
6800 566404 422587 10.354 
6800 565090 421521 9.336 
6800 564431 417596 9.183 
6800 563379 416094 12.449 
6800 563544 418720 8.982 
6800 563326 418628 12.088 
6800 569626 422387 8.85 
6800 569826 419616 13.263 
6800 560114 416333 8.986 
6800 557612 416576 12.47 
6800 559506 418622 8.861 
6800 565110 423416 12.537 
6800 573952 423391 9.721 
6800 572401 421515 10.521 
6800 563911 419811 10.061 
6800 569943 417268 9.395 
6800 566557 421118 9.416 
6800 560216 418693 10.453 
6800 564235 420882 9.083 
6800 567048 419583 8.836 
6800 564607 419949 9.074 
6800 561830 419884 12.456 
6800 569947 420791 14.325 
6800 570933 421029 8.895 
6800 568877 420711 10.377 
6800 569831 418110 8.862 
6800 568021 422136 10.22 
6800 563100 419714 8.799 
6800 573813 423705 8.941 
6800 565810 422156 8.832 
6800 561849 421494 8.831 
6800 563897 419133 8.838 
6800 565589 418440 12.374 
6800 566579 418580 12.871 
6800 562480 416298 12.046 
6800 571899 421309 8.834 
6800 563898 420469 8.831 
6800 563109 412797 8.803 
6800 562033 416231 13.166 
6800 568645 420653 10.018 
6800 568561 424253 12.17 
6800 570410 419186 9.402 
6800 568334 419638 10.2 
6800 571099 423748 8.874 
6800 563895 418632 12.722 
6800 576661 423557 9.821 
6800 563047 415953 8.713 
6800 569662 420234 9.067 
6800 569982 418392 9.153 
6800 566861 419616 11.651 
6800 560302 414373 10.702 
6800 569071 420517 8.842 
6800 569590 419079 9.097 
6800 545829 401213 10.388 
6800 569712 420280 8.853 
6800 563447 418733 8.82 
6800 567593 419444 8.844 
6800 562284 420161 9.146 
6800 566179 419242 8.827 
6800 561108 414899 11.193 
6800 555474 413940 8.755 
6800 570904 424815 10.396 
6800 565804 420043 8.839 
6800 563791 419425 8.792 
6800 568546 420974 8.958 
6800 564387 417411 8.799 
6800 566499 422844 12.02 
6800 562078 419179 13.06 
6800 569355 417469 10.083 
6800 572316 417807 8.826 
6800 554935 413707 8.793 
6800 572647 420460 8.811 
6800 563105 418626 12.952 
6800 562840 422449 10.831 
6800 562127 419168 8.793 
6800 563839 419919 9.117 
6800 574878 425467 13.412 
6800 562314 417569 12.919 
6800 568733 420347 10.66 
6800 563460 419879 12.428 
6800 569408 419799 9.534 
6800 567841 422372 11.287 
6800 566144 422943 13.456 
6800 561540 415849 11.155 
6800 569835 417181 8.786 
6800 562855 419855 8.819 
6800 565564 419443 8.841 
6800 565896 421137 10.308 
6800 569456 419949 8.858 
6800 569254 422469 8.817 
6800 571363 425259 8.849 
6800 565576 417441 8.768 
6800 566460 421734 12.444 
6800 559827 414527 8.79 
6900 572646 425326 11.138 
6900 575428 426199 8.939 
6900 579975 427895 11.166 
6900 576673 427055 8.949 
6900 583342 430129 11.726 
6900 579334 426537 9.349 
6900 581783 434742 10.921 
6900 579775 428462 9.05 
6900 575903 428323 8.982 
6900 580995 428287 11.93 
6900 554575 413096 12.181 
6900 574530 428372 10.874 
6900 578066 426170 12.028 
6900 570979 424716 8.938 
6900 582778 428567 9.026 
6900 573668 423146 8.991 
6900 568736 424786 8.963 
6900 575120 430156 9.027 
6900 582357 431301 11.7 
6900 568442 423162 8.874 
6900 568241 422117 8.885 
6900 568437 423876 9.547 
6900 579066 425396 9.216 
6900 577939 424879 9.054 
6900 573005 428908 9.015 
6900 574686 426175 12.115 
6900 572681 427159 9.021 
6900 579844 424928 8.957 
6900 576134 426693 8.951 
6900 570914 421675 9.22 
6900 579731 431816 9.03 
6900 579908 425737 9.002 
6900 570197 424756 11.953 
6900 571290 426397 8.947 
6900 582179 427477 10.352 
6900 554278 412343 12.64 
6900 574871 427660 8.945 
6900 574327 427768 10.141 
6900 581519 427493 8.986 
6900 576786 424155 11.129 
6900 574499 426735 9.584 
6900 573230 426999 8.973 
6900 571989 424554 8.882 
6900 574622 425788 13.611 
6900 577838 431347 8.977 
6900 575834 427341 10.844 
6900 574579 428539 9.552 
6900 574894 426083 10.018 
6900 582694 430094 9.36 
6900 570304 422798 8.885 
6900 574071 424104 8.904 
6900 578522 429789 11.754 
6900 576740 429888 10.441 
6900 579004 423785 13.288 
6900 585322 431333 12.199 
6900 579131 433861 9.639 
6900 575926 424598 8.949 
6900 585778 431604 9.071 
6900 571216 428217 8.932 
6900 581236 432283 10.657 
6900 574153 429244 8.957 
6900 579421 422958 8.98 
6900 577450 431811 12.841 
6900 576269 424449 12.983 
6900 572084 429492 10.187 
6900 577385 427213 10.46 
6900 582551 429256 9.222 
6900 568539 422754 10.779 
6900 568102 422947 8.894 
6900 575015 423261 9.254 
6900 575943 428497 10.563 
6900 584175 428892 12.798 
6900 565084 420702 8.88 
6900 566567 423918 9.067 
6900 571437 422676 9.129 
6900 577533 429684 12.142 
6900 585390 432388 9.044 
6900 573310 425324 8.884 
6900 574072 423749 9.307 
6900 568805 427464 9.71 
6900 576510 429491 9.67 
6900 568572 423543 10.113 
6900 573724 423578 8.942 
6900 572206 426627 8.975 
6900 574276 422530 13.765 
6900 581582 428785 9.022 
6900 571333 427646 9.475 
6900 575193 424424 12.339 
6900 568761 423933 8.925 
6900 576550 425662 11.029 
6900 567576 425242 8.961 
6900 569894 428834 9.941 
6900 581152 424354 12.299 
6900 576481 427817 12.89 
6900 576240 426697 9.041 
6900 577729 427604 9.765 
6900 578469 429680 9.014 
6900 574757 426581 11.838 
6900 579041 426616 12.695 
6900 576654 427673 12.614 
7000 579031 430815 10.243 
7000 592092 438174 9.164 
7000 588159 435976 10.572 
7000 586150 437560 10.186 
7000 587380 433126 9.133 
7000 585419 433209 9.105 
7000 587630 431944 13.329 
7000 581056 433743 13.003 
7000 585640 433219 9.085 
7000 588684 434667 9.189 
7000 593398 437556 15.215 
7000 569762 420300 8.891 
7000 584702 436839 9.159 
7000 583377 434622 9.035 
7000 585685 433964 9.582 
7000 584719 433402 12.13 
7000 586843 433980 11.084 
7000 584606 433602 9.077 
7000 583044 433117 9.08 
7000 590781 435081 12.524 
7000 581063 427530 13.065 
7000 589583 437848 9.16 
7000 586504 435809 9.079 
7000 583027 435091 9.153 
7000 586686 436954 11.16 
7000 571939 423521 10.845 
7000 587068 433830 10.725 
7000 574066 425013 9.657 
7000 587497 433064 9.136 
7000 590532 437111 10.108 
7000 585926 435329 10.81 
7000 582183 429450 13.127 
7000 582143 433526 9.093 
7000 589907 439300 10.893 
7000 588483 430984 12.365 
7000 586432 430688 13.245 
7000 589302 433412 9.114 
7000 584255 428935 13.135 
7000 582199 433258 11.106 
7000 596001 435855 9.408 
7000 578707 428664 12.219 
7000 581178 433190 11.351 
7000 587045 434674 11.839 
7000 576036 432822 9.027 
7000 588096 434442 11.34 
7000 589974 437441 11.579 
7000 585160 439377 9.682 
7000 584708 433007 10.421 
7000 591542 432574 10.744 
7000 578995 435465 9.882 
7000 587193 433984 12.998 
7000 583010 434302 9.139 
7000 583754 435336 9.158 
7000 565105 413830 8.833 
7000 585848 434408 9.607 
7000 596044 437813 10.09 
7000 590650 435987 13.066 
7000 585375 438605 9.194 
7000 582937 431639 12.298 
7000 583564 434910 10.454 
7000 581871 430884 11.831 
7000 579845 430568 11.208 
7000 592699 436898 9.172 
7000 584158 433830 9.164 
7000 587748 433448 9.076 
7000 583338 434946 9.126 
7000 565464 415437 11.996 
7000 589138 434426 9.112 
7000 585831 431079 10.399 
7000 579199 431006 13.152 
7000 582848 434071 9.295 
7000 585607 437907 9.227 
7000 586681 436299 9.098 
7000 574887 424253 8.992 
7000 582360 435254 9.163 
7000 582958 432974 11.731 
7000 590839 440252 9.196 
7000 581748 431743 13.429 
7000 586842 434897 10.791 
7000 579142 430393 9.018 
7000 584424 437264 9.146 
7000 586674 433467 12.764 
7000 589778 435530 12.814 
7000 583879 430566 9.065 
7000 588322 436070 9.838 
7000 577032 433947 11.471 
7000 586259 434731 11.954 
7000 591919 436891 9.152 
7000 581603 432146 9.037 
7000 581581 434406 11.703 
7000 584521 434396 12.576 
7000 590653 434171 9.147 
7000 583577 435488 11.452 
7000 589720 432156 9.161 
7000 583591 431368 9.11 
7000 587290 436893 9.095 
7000 587250 436983 11.888 
7000 581589 434042 9.096 
7000 586940 436892 12.789 
7000 584719 435862 12.893 
7100 595975 439690 10.311 
7100 595533 444305 12.01 
7100 600897 444406 12.245 
7100 591710 439734 12.746 
7100 595898 440842 11.189 
7100 590092 439233 10.912 
7100 594941 440773 10.966 
7100 596144 444433 9.276 
7100 586783 439775 9.378 
7100 592675 439122 9.298 
7100 601576 444740 9.294 
7100 592800 441267 13.503 
7100 595238 439820 9.258 
7100 588549 434308 9.18 
7100 586279 433814 9.101 
7100 587070 435553 13.072 
7100 600987 443919 11.083 
7100 594161 438695 9.173 
7100 596755 440848 11.445 
7100 600408 440827 9.294 
7100 596942 443635 9.442 
7100 595898 440253 9.259 
7100 601921 442411 10.83 
7100 591627 444480 9.713 
7100 594226 440003 9.227 
7100 602963 444230 11.557 
7100 591053 438605 9.564 
7100 594270 434870 12.575 
7100 594808 443816 9.218 
7100 590375 440242 10.746 
7100 597630 443660 9.275 
7100 592905 439907 11.261 
7100 597263 443838 11.363 
7100 591497 441149 10.032 
7100 592888 442249 9.281 
7100 591884 439442 9.418 
7100 593346 441460 9.191 
7100 590542 440221 10.194 
7100 596991 441958 10.893 
7100 590619 437401 11.517 
7100 593478 439184 13.056 
7100 594168 443624 9.299 
7100 594852 445737 14.491 
7100 598049 442953 9.314 
7100 593452 442186 9.195 
7100 581234 433072 9.095 
7100 589046 444498 9.451 
7100 606299 443454 9.286 
7100 593205 441215 9.269 
7100 591737 439837 9.292 
7100 579077 433277 9.101 
7100 595100 441304 9.205 
7100 603637 447789 12.312 
7100 596198 437284 9.171 
7100 592254 443483 11.641 
7100 596267 443203 13.224 
7100 588764 439911 10.71 
7100 588044 441296 10.124 
7100 591951 436708 9.573 
7100 596933 443562 13.103 
7100 592290 435274 9.748 
7100 592518 440353 9.841 
7100 588628 440786 9.229 
7100 600405 444970 9.307 
7100 597857 443061 9.882 
7100 601342 444937 12.365 
7100 595007 444271 11.648 
7100 591124 441168 9.262 
7100 593809 443130 9.261 
7100 589448 439547 9.313 
7100 595072 440293 11.139 
7100 588438 438390 11.084 
7100 597074 441678 11.35 
7100 595857 444634 12.962 
7100 592161 439594 9.367 
7100 603023 444124 12.169 
7100 590924 439436 9.225 
7100 593973 442639 9.617 
7100 591576 438431 12.463 
7100 594422 443027 9.259 
7100 589308 442846 13.618 
7100 597599 442618 9.273 
7100 600578 443626 9.346 
7100 593835 442177 9.193 
7100 594696 443115 9.253 
7100 574598 423021 10.895 
7100 597406 446079 9.293 
7100 592824 442871 9.521 
7100 585493 432862 9.081 
7100 599126 441780 9.309 
7100 600200 440858 12.134 
7100 599700 442071 10.881 
7100 596627 443730 11.428 
7100 594622 437487 9.714 
7100 596264 440219 13.09 
7100 588775 435201 9.175 
7100 595857 441331 13.384 
7100 591304 441138 9.209 
7100 586647 438045 9.207 
7100 591380 439571 9.195 
7200 589148 434199 11.037 
7200 607260 448440 9.445 
7200 601657 446109 9.389 
7200 601147 446486 9.399 
7200 596723 443539 10.938 
7200 606667 445487 9.345 
7200 601593 443811 9.321 
7200 601846 446315 12.999 
7200 602730 443869 9.946 
7200 601715 449232 12.651 
7200 609600 447580 9.437 
7200 602704 445182 13.094 
7200 610418 450347 9.42 
7200 599256 446281 9.35 
7200 603940 448889 9.814 
7200 600311 445179 11.441 
7200 600636 444764 9.387 
7200 604464 447609 9.887 
7200 603011 449547 9.417 
7200 607111 444825 11.286 
7200 604750 443140 9.358 
7200 601962 449325 9.422 
7200 599032 443751 9.296 
7200 581202 428968 9.055 
7200 599494 448869 9.423 
7200 608830 450960 9.581 
7200 598636 441491 9.288 
7200 597450 446222 9.354 
7200 602108 449463 11.286 
7200 604776 449797 9.437 
7200 607529 450523 12.528 
7200 606834 451419 9.397 
7200 611196 450658 11.142 
7200 573534 426391 10.929 
7200 611610 451909 9.418 
7200 600433 447561 12.869 
7200 607101 450825 9.42 
7200 598335 443460 9.258 
7200 607019 449326 9.881 
7200 597642 442321 9.29 
7200 609035 449934 9.423 
7200 600194 446881 13.875 
7200 612301 450079 9.424 
7200 597051 446839 9.329 
7200 601399 446247 9.686 
7200 611074 448666 11.366 
7200 600159 447309 9.349 
7200 602509 445396 10.523 
7200 603720 448603 9.451 
7200 600794 444626 12.044 
7200 606297 450105 9.419 
7200 601451 447798 9.626 
7200 580742 427148 9.123 
7200 599205 446640 12.447 
7200 582014 426588 11.196 
7200 600706 448153 13.233 
7200 603232 446239 9.348 
7200 595905 441078 10.737 
7200 600077 443771 9.254 
7200 602325 448213 9.315 
7200 599115 448866 9.349 
7200 607384 447287 9.396 
7200 599860 450069 11.469 
7200 604883 445981 10.376 
7200 602330 447892 9.383 
7200 598867 444603 9.348 
7200 604175 449793 11.108 
7200 604766 449823 9.446 
7200 606587 448577 11.739 
7200 600215 444587 9.631 
7200 601590 450072 9.844 
7200 599785 446461 9.39 
7200 604824 448342 9.397 
7200 605856 448623 9.382 
7200 607302 450546 9.565 
7200 582443 430683 9.88 
7200 604086 443634 9.396 
7200 601515 448784 12.999 
7200 605192 445553 9.403 
7200 597305 442672 9.278 
7200 607995 447545 12.133 
7200 603689 446078 9.348 
7200 597796 444896 9.507 
7200 600574 446796 9.308 
7200 603872 445886 9.351 
7200 599418 445200 9.33 
7200 598560 443554 11.784 
7200 599815 445832 9.338 
7200 601715 441265 9.439 
7200 596567 443904 12.247 
7200 604617 449945 9.431 
7200 596865 444515 11.177 
7200 601548 450233 9.345 
7200 603977 447142 9.459 
7200 601727 445121 11.781 
7200 600397 446625 10.876 
7200 604775 449517 9.411 
7200 601167 447080 13.859 
7200 605616 442929 10.752 
7200 597637 445179 11.572 
7300 613726 452557 11.888 
7300 613210 455325 13.314 
7300 609161 454843 9.49 
7300 612050 453496 9.533 
7300 610490 454218 13.419 
7300 615502 456656 12.396 
7300 612197 454031 9.474 
7300 617779 458230 9.658 
7300 610381 454931 14.281 
7300 610662 452884 12.853 
7300 615531 457560 9.54 
7300 611324 451147 9.422 
7300 604364 453139 9.462 
7300 604004 450099 13.696 
7300 615250 458317 9.555 
7300 602135 450153 12.34 
7300 599994 447752 11.134 
7300 613280 451637 9.519 
7300 615493 452042 9.513 
7300 618152 460248 11.719 
7300 609032 454673 9.458 
7300 609737 452393 9.507 
7300 601047 446618 9.364 
7300 606964 456018 11.327 
7300 610141 452923 13.233 
7300 618034 457328 9.526 
7300 597172 444849 9.36 
7300 601699 450334 15.056 
7300 611709 452983 9.487 
7300 612764 458169 10.72 
7300 609780 457890 9.484 
7300 609424 452978 9.521 
7300 611047 453183 9.478 
7300 612368 458657 13.024 
7300 607863 456823 11.505 
7300 612930 454675 15.13 
7300 615861 454343 12.68 
7300 614134 453077 11.777 
7300 610328 450612 9.5 
7300 608895 456396 9.495 
7300 609354 453863 9.48 
7300 615923 451017 9.508 
7300 608035 456233 9.618 
7300 609460 450521 9.513 
7300 613504 450437 9.547 
7300 608274 454073 9.498 
7300 606504 451831 9.446 
7300 618526 458440 9.552 
7300 618343 455786 9.562 
7300 614395 453867 9.5 
7300 615745 456459 9.496 
7300 618575 455346 9.618 
7300 605673 450998 13.177 
7300 615219 454528 9.854 
7300 602217 449765 9.331 
7300 613996 455729 9.492 
7300 618553 457924 9.592 
7300 601651 449555 9.43 
7300 609252 455888 12.593 
7300 616056 458371 9.697 
7300 607865 452938 9.417 
7300 608212 455152 9.447 
7300 611202 454411 9.486 
7300 608577 454497 10.543 
7300 610904 455983 9.509 
7300 609874 454859 9.539 
7300 605568 453623 13.568 
7300 608331 445543 11.592 
7300 607493 449368 9.428 
7300 609911 454270 9.497 
7300 609359 452712 9.523 
7300 620950 457578 12.255 
7300 609023 454371 13.367 
7300 608870 453362 12.107 
7300 608560 451469 11.397 
7300 610295 452324 9.545 
7300 608987 449077 9.686 
7300 610682 454104 9.515 
7300 610008 453338 9.773 
7300 606894 452810 11.864 
7300 618214 459449 11.257 
7300 602099 451204 11.991 
7300 612287 454222 9.497 
7300 610433 453546 9.528 
7300 609061 452744 9.477 
7300 603331 446335 9.396 
7300 609977 455256 9.489 
7300 613570 456417 9.511 
7300 627800 460491 9.655 
7300 608740 455118 10.929 
7300 607905 451031 9.446 
7300 609402 455903 9.506 
7300 609601 449962 9.562 
7300 605090 447757 11.322 
7300 612673 457319 13.253 
7300 615219 456802 13.922 
7300 607122 452162 12.041 
7300 612018 455898 11.176 
7300 611889 456076 9.648 
7300 610510 452301 13.254 
7400 622746 465840 14.208 
7400 614588 459562 13.258 
7400 612188 457645 9.617 
7400 621065 462563 9.586 
7400 616479 459029 9.58 
7400 616934 461065 9.63 
7400 624089 462600 9.75 
7400 620666 461369 13.232 
7400 620383 453338 9.575 
7400 619560 463815 12.525 
7400 613238 455422 9.73 
7400 616497 461040 9.603 
7400 613961 461827 13.571 
7400 618395 461026 12.58 
7400 623450 462552 9.779 
7400 621010 460895 9.649 
7400 622296 459255 10.648 
7400 619167 461022 10.091 
7400 620814 458440 9.841 
7400 620382 462857 9.651 
7400 618802 462668 9.611 
7400 625652 463392 9.72 
7400 625233 461527 9.702 
7400 618829 457942 11.86 
7400 624310 460822 9.695 
7400 615901 458140 9.741 
7400 606872 454059 12.747 
